"Lo, Maodo",PG,BER,GER,191,29,27,37%,21.6,9.5,2.0,3.9,52%,1.3,3.9,35%,3.4,7.8,43%,1.4,1.6,89%,0.3,1.0,1.3,3.1,1.5,2.0,0.6,2.1,0.0,7.6,0
"Westermann, Leo",PG,FCB,FRA,198,29,14,71%,11.5,2.9,0.4,0.8,45%,0.6,1.9,31%,0.9,2.6,35%,0.5,0.6,78%,0.1,1.4,1.5,1.9,1.7,0.8,0.4,0.6,0.0,3.2,0
"Gasol, Pau",C,FCB,ESP,213,41,1,0%,13.1,9.0,4.0,9.0,44%,0.0,1.0,0%,4.0,10.0,40%,1.0,2.0,50%,1.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,5.0,0
"Weiler-Babb, Nick",PG,BAY,USA,196,26,32,63%,24.1,6.4,1.0,2.9,36%,1.0,2.8,34%,2.0,5.7,35%,1.4,1.8,81%,0.9,2.4,3.3,2.3,2.5,1.9,1.3,1.2,0.3,7.3,0
"Seeley, Dennis",PG,BAY,USA,193,32,22,59%,20.8,7.8,1.3,3.0,45%,1.2,2.5,46%,2.5,5.5,45%,1.6,1.8,88%,0.3,0.6,0.9,2.4,2.1,2.5,0.7,1.7,0.0,7.0,0
"Baldwin Iv, Wade",PG/SG,BAY,USA,193,25,34,62%,27.3,15.2,4.9,10.0,49%,1.0,3.2,31%,5.9,13.1,45%,2.5,3.4,74%,0.4,2.7,3.1,3.9,3.0,4.2,1.2,2.8,0.3,13.4,0
"Bray, TJ",SG,BAY,USA,196,29,9,67%,5.9,0.9,0.1,0.6,20%,0.2,0.7,33%,0.3,1.2,27%,0.0,0.0,-,0.0,0.2,0.2,0.7,1.1,0.2,0.0,0.0,0.0,-0.2,0
"Reynolds, Jalen",C,BAY,USA,207,29,34,62%,21.4,14.1,5.9,9.7,61%,0.1,0.2,43%,6.0,9.9,61%,1.9,2.2,88%,2.1,3.8,5.9,1.1,2.6,2.5,1.2,2.0,0.5,16.3,0
"Thomas, Malcolm",C,BAY,USA,206,33,10,70%,13.1,3.3,1.2,2.5,48%,0.1,0.6,17%,1.3,3.1,42%,0.6,0.8,75%,1.1,2.1,3.2,0.7,2.9,0.6,0.6,0.9,0.5,3.0,0
"Lucic, Vladimir",F/PF,BAY,SER,204,32,26,62%,30.9,13.8,2.0,3.3,62%,1.9,4.4,44%,4.0,7.7,52%,4.0,4.6,86%,0.8,4.0,4.8,1.3,2.6,4.9,1.1,1.3,0.2,17.7,0
"Flaccadori, Diego",PG/SG,BAY,ITA,193,25,17,59%,5.5,1.4,0.4,0.9,44%,0.1,0.4,29%,0.5,1.4,39%,0.2,0.3,80%,0.1,0.3,0.4,0.6,0.9,0.2,0.2,0.3,0.0,0.8,0
"Dedovic, Nihad",SG/F,BAY,GER,199,31,15,73%,20.5,6.5,1.4,2.4,58%,1.0,2.8,36%,2.4,5.2,46%,0.7,0.9,77%,0.4,1.3,1.7,2.1,1.5,1.4,0.7,1.3,0.1,6.5,0
"Amaize, Robin",PG,BAY,GER,188,27,8,63%,6.2,0.5,0.3,0.6,40%,0.0,0.4,0%,0.3,1.0,25%,0.0,0.0,-,0.4,0.1,0.5,0.1,0.8,0.3,0.3,0.1,0.0,-0.1,0
"Zipser, Paul",PF,BAY,GER,203,27,34,62%,22.2,9.0,1.4,2.4,57%,1.6,3.5,45%,2.9,5.9,50%,1.6,1.9,82%,0.6,2.3,2.9,1.1,2.2,1.9,0.7,0.7,0.3,9.4,0
"Johnson, Jajuan",PF/C,BAY,USA,208,32,33,64%,13.3,3.6,1.5,3.5,43%,0.0,0.2,0%,1.5,3.7,41%,0.5,0.6,86%,0.6,1.8,2.5,0.3,1.4,0.7,0.4,0.6,0.4,3.6,0
"Sisko, Zan",SG,BAY,SLO,189,24,27,63%,16.3,4.1,1.0,2.1,46%,0.6,1.6,40%,1.6,3.6,44%,0.3,0.4,80%,0.6,0.8,1.4,3.3,2.8,1.0,0.9,1.0,0.0,4.7,0
"Radosevic, Leon",C,BAY,GER,208,31,32,63%,14.0,3.8,1.3,3.0,45%,0.2,0.6,39%,1.6,3.5,44%,0.5,0.7,71%,0.6,1.6,2.2,0.6,1.4,1.0,0.4,0.7,0.1,3.8,0
"Grant, Sasha",F,BAY,ITA,198,19,11,64%,5.5,0.5,0.0,0.1,0%,0.2,0.4,50%,0.2,0.5,40%,0.0,0.0,-,0.3,0.6,0.9,0.1,0.6,0.1,0.3,0.2,0.0,0.7,0
"Gist, James",PF/C,BAY,USA,206,35,18,61%,21.8,5.2,1.9,4.1,47%,0.1,0.4,29%,2.0,4.4,45%,1.1,1.7,67%,1.1,1.9,3.1,0.8,3.3,1.4,0.7,1.1,0.3,3.9,0
"George, Jason",SG,BAY,GER,198,20,1,0%,1.3,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0
"Kraemer, David",SG,BAY,GER,199,24,6,67%,2.9,1.0,0.0,0.3,0%,0.3,0.7,50%,0.3,1.0,33%,0.0,0.0,-,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.5,0
"Hamilton, Johnny",C,FBD,TTO,213,27,13,38%,6.9,1.0,0.5,1.4,33%,0.0,0.0,-,0.5,1.4,33%,0.1,0.2,50%,0.7,1.3,2.0,0.2,1.1,0.5,0.2,0.8,0.6,1.2,0
"Brown, Lorenzo",PG,FBD,USA,196,31,34,59%,23.0,9.7,2.8,5.9,48%,1.0,2.9,34%,3.8,8.8,43%,1.1,1.4,81%,0.6,1.7,2.2,3.6,1.8,1.9,1.3,2.1,0.0,9.1,0
"Westermann, Leo",PG,FBD,FRA,198,29,9,22%,12.6,4.8,0.8,1.8,44%,1.0,2.2,45%,1.8,4.0,44%,0.2,0.2,100%,0.1,1.6,1.7,2.3,2.0,1.1,0.6,2.1,0.0,4.0,0
"Mahmutoglu, Melih",SG,FBD,TUR,191,31,25,68%,13.5,4.3,0.8,1.3,58%,0.8,2.5,34%,1.6,3.8,42%,0.2,0.2,100%,0.0,0.6,0.7,0.3,1.0,0.4,0.2,0.6,0.0,2.0,0
"Biberovic, Tarik",F,FBD,TUR,201,20,13,31%,7.3,1.9,0.2,0.7,33%,0.5,1.2,40%,0.7,1.8,38%,0.1,0.2,50%,0.1,0.9,1.0,0.2,0.8,0.5,0.2,0.5,0.0,1.2,0
"O'Quinn, Kyle Brandon",C,FBD,USA,206,31,12,67%,15.1,5.7,2.2,3.8,58%,0.3,0.6,57%,2.5,4.3,58%,0.3,0.3,100%,1.1,2.3,3.3,1.3,2.2,0.3,0.6,1.4,0.4,6.0,0
"De Colo, Nando",SG,FBD,FRA,196,34,29,66%,27.1,15.5,3.8,6.5,58%,1.6,4.0,40%,5.3,10.5,51%,3.2,3.4,95%,0.3,3.0,3.3,4.1,2.1,5.3,1.4,2.9,0.0,19.0,0
"Pierre, Dyshawn",F/PF,FBD,CAN,198,28,34,59%,23.8,9.2,2.4,3.9,61%,0.9,2.1,43%,3.3,5.9,55%,1.8,2.1,87%,0.7,2.6,3.3,2.0,1.6,2.4,0.5,1.1,0.4,12.0,0
"Barthel, Danilo",PF,FBD,GER,208,30,26,46%,21.3,6.5,1.9,3.2,58%,0.5,1.2,41%,2.4,4.5,53%,1.2,1.4,86%,0.8,2.4,3.2,1.2,1.8,2.3,0.5,1.2,0.2,8.3,0
"Vesely, Jan",C,FBD,CZE,213,31,30,67%,28.6,13.2,5.7,8.4,67%,0.0,0.1,0%,5.7,8.5,66%,1.9,2.5,76%,1.5,3.8,5.3,2.8,2.2,2.6,0.9,1.3,0.6,18.4,0
"Sipahi, Kenan",F,FBD,TUR,197,26,7,29%,6.5,2.3,0.6,1.1,50%,0.3,0.9,33%,0.9,2.0,43%,0.3,0.3,100%,0.1,0.3,0.4,0.1,1.1,0.9,0.7,0.4,0.0,1.6,0
"Eddie, Jarell",F/PF,FBD,USA,201,30,31,55%,17.4,6.1,0.6,1.2,50%,1.4,3.2,45%,2.0,4.4,46%,0.6,0.7,90%,0.3,1.9,2.2,0.4,2.1,0.5,0.3,0.7,0.1,4.4,0
"Candan, Berkay",PF,FBD,TUR,205,28,1,100%,0.7,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Muhammed, Ali",SG,FBD,USA,178,38,17,29%,15.0,5.8,0.8,1.6,46%,1.4,3.1,44%,2.1,4.7,45%,0.2,0.3,80%,0.3,1.5,1.8,1.6,1.2,0.7,0.4,0.8,0.0,5.6,0
"Duverioglu, Ahmet",C,FBD,TUR,209,28,29,66%,11.5,3.7,1.6,2.3,70%,0.0,0.0,-,1.6,2.3,70%,0.6,1.0,55%,1.2,1.3,2.6,0.8,2.2,1.0,0.4,0.8,0.3,4.5,0
"Ulanovas, Edgaras",F,FBD,LIT,198,29,28,57%,19.6,4.5,1.1,2.2,52%,0.6,1.4,40%,1.7,3.6,47%,0.5,0.6,72%,0.5,1.1,1.6,1.4,1.6,1.4,0.3,0.8,0.0,4.7,0
"Guduric, Marko",SG,FBD,SER,196,26,18,83%,25.3,11.6,2.3,4.3,53%,1.9,4.8,39%,4.2,9.2,45%,1.4,1.7,83%,0.3,2.4,2.8,2.5,2.7,2.6,0.7,2.0,0.3,10.2,0
"Perez, Alex",PG,FBD,USA,191,28,6,100%,6.7,1.3,0.7,1.2,57%,0.0,0.5,0%,0.7,1.7,40%,0.0,0.2,0%,0.0,0.7,0.7,1.5,1.3,0.2,0.2,1.3,0.0,-0.2,0
"Shved, Alexey",PG/SG,KHI,RUS,198,33,23,17%,32.5,19.8,3.3,7.2,45%,3.1,9.4,33%,6.4,16.6,39%,3.9,4.3,90%,0.5,3.1,3.7,7.7,2.0,4.3,1.3,4.3,0.4,19.6,0
"Timma, Janis",F,KHI,LAT,201,29,16,13%,24.9,7.1,0.7,1.7,41%,1.8,5.0,35%,2.4,6.7,36%,0.5,0.7,73%,0.7,2.1,2.8,0.9,2.6,1.1,1.0,0.4,0.2,5.6,0
"Karasev, Sergey",F,KHI,RUS,201,28,28,14%,18.7,5.7,1.0,1.7,62%,0.9,2.8,31%,1.9,4.4,43%,1.0,1.2,88%,0.4,1.6,2.0,1.0,2.5,1.6,1.0,0.7,0.1,5.4,0
"Zaytsev, Vyacheslav",SG,KHI,RUS,190,32,34,12%,19.5,5.1,1.6,3.1,51%,0.4,1.2,33%,1.9,4.2,46%,0.9,1.1,81%,0.4,2.0,2.4,2.4,2.5,1.7,1.3,1.6,0.4,6.4,0
"Vialtsev, Egor",F,KHI,RUS,193,36,17,12%,15.1,4.1,0.5,1.0,53%,0.9,1.7,55%,1.5,2.7,54%,0.2,0.4,67%,0.3,0.8,1.1,1.3,2.1,0.9,0.2,0.8,0.0,3.3,0
"Valiev, Evgeny",PF,KHI,RUS,205,31,11,18%,15.3,3.7,1.4,1.9,71%,0.1,0.5,20%,1.5,2.4,62%,0.7,0.9,80%,1.9,1.3,3.2,0.7,3.7,1.2,0.3,0.4,0.0,3.9,0
"Monia, Sergey",F,KHI,RUS,202,38,26,12%,22.7,5.0,0.3,0.8,45%,1.4,3.5,41%,1.8,4.3,41%,0.0,0.0,-,0.8,2.2,3.0,1.6,2.8,0.2,0.6,0.9,0.5,4.6,0
"Monroe, Greg",C,KHI,USA,211,31,9,22%,20.2,10.3,3.7,7.2,51%,0.0,0.1,0%,3.7,7.3,50%,3.0,4.2,71%,2.9,3.1,6.0,1.4,1.8,3.3,0.6,2.1,0.7,12.8,0
"Voronov, Evgeny",PG,KHI,RUS,194,35,20,15%,12.0,2.9,0.8,1.4,56%,0.4,1.3,27%,1.1,2.7,42%,0.4,0.4,88%,0.4,1.2,1.6,0.8,2.0,1.1,0.3,0.8,0.1,2.4,0
"Jovic, Stefan",PG,KHI,SER,198,31,8,0%,23.1,4.4,0.8,1.9,40%,0.9,1.6,54%,1.6,3.5,46%,0.3,0.5,50%,0.3,1.8,2.0,3.8,2.4,1.3,1.0,0.8,0.1,7.0,0
"Booker, Devin",C,KHI,USA,205,30,15,0%,27.6,13.1,4.9,8.4,59%,0.4,1.1,38%,5.3,9.5,56%,2.0,2.7,73%,2.1,3.6,5.7,2.1,2.4,3.5,0.3,2.0,0.3,15.3,0
"Jerebko, Jonas",PF/C,KHI,SWE,208,34,15,7%,26.1,11.5,2.7,5.1,52%,1.5,3.8,40%,4.2,8.9,47%,1.6,1.9,83%,1.5,4.0,5.5,1.6,2.5,1.7,0.2,1.3,0.5,12.0,0
"Bertans, Dairis",SG,KHI,LAT,192,32,20,10%,17.2,5.4,0.5,1.5,33%,1.2,3.3,35%,1.7,4.8,34%,0.9,1.1,86%,0.6,0.6,1.2,0.9,2.4,1.3,0.4,0.8,0.1,2.7,0
"Mickey, Jordan",PF/C,KHI,USA,203,27,28,14%,28.9,15.6,5.6,9.5,59%,0.6,2.5,24%,6.2,12.0,52%,2.6,3.4,78%,1.1,4.7,5.8,0.9,2.5,3.2,1.1,2.0,1.5,16.5,0
"Sharapov, Vladislav",F,KHI,RUS,203,22,10,0%,7.8,1.6,0.7,1.2,58%,0.0,0.0,-,0.7,1.2,58%,0.2,0.2,100%,0.4,0.7,1.1,0.2,0.6,0.2,0.2,0.4,0.0,1.6,0
"Evstigneev, Ivan",SG,KHI,RUS,195,22,2,0%,12.1,1.0,0.0,1.0,0%,0.0,1.0,0%,0.0,2.0,0%,1.0,1.5,67%,0.5,1.5,2.0,0.5,2.0,0.5,0.0,1.0,0.0,-2.0,0
"Odinokov, Vladislav",F,KHI,RUS,202,21,7,0%,9.8,3.1,0.4,0.7,60%,0.7,1.0,71%,1.1,1.7,67%,0.1,0.6,25%,0.3,0.3,0.6,0.1,2.4,0.7,0.3,0.4,0.0,1.0,0
"Mccollum, Errick",PG,KHI,USA,187,33,28,14%,21.6,11.6,2.5,5.7,44%,1.1,3.3,34%,3.6,9.0,40%,3.2,3.8,85%,0.6,1.9,2.4,2.3,1.8,3.4,0.9,1.6,0.3,11.3,0
"Kadoshnikov, Dmitrii",F,KHI,RUS,202,20,5,0%,1.9,0.8,0.4,0.8,50%,0.0,0.0,-,0.4,0.8,50%,0.0,0.0,-,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0
"Ponkrashov, Anton",SG,KHI,RUS,200,35,9,11%,17.3,2.4,0.2,1.8,13%,0.4,2.2,20%,0.7,4.0,17%,0.7,1.0,67%,0.4,1.6,2.0,2.0,1.7,1.9,0.1,1.2,0.1,1.9,0
"Freeman, Allerik",SG,ASV,USA,190,27,18,28%,20.8,7.4,1.2,2.9,40%,1.5,3.6,42%,2.7,6.5,41%,0.6,0.7,92%,0.1,1.0,1.1,1.2,1.8,1.2,0.5,1.5,0.0,3.7,0
"Kahudi, Charles",F,ASV,FRA,196,35,31,32%,21.2,5.6,1.0,2.2,44%,0.9,2.3,39%,1.9,4.5,42%,0.9,1.0,91%,0.5,1.9,2.4,0.9,2.1,1.3,0.8,0.7,0.1,5.5,0
"Lacombe, Paul",SG,ASV,FRA,198,31,25,40%,11.3,2.4,0.8,1.8,46%,0.1,0.6,20%,1.0,2.4,39%,0.3,0.6,53%,0.3,1.3,1.6,1.4,2.1,1.0,0.6,1.6,0.2,1.5,0
"Diot, Antoine",SG,ASV,FRA,193,32,30,40%,18.7,5.9,0.7,1.2,56%,1.4,2.7,53%,2.1,3.9,53%,0.4,0.6,71%,0.3,1.7,2.0,3.0,2.0,1.4,0.7,1.5,0.0,7.5,0
"Lomazs, Rihards",F,ASV,LAT,187,25,6,33%,9.2,3.3,0.5,1.0,50%,0.5,1.2,43%,1.0,2.2,46%,0.8,1.2,71%,0.2,0.2,0.3,0.5,1.5,1.3,0.0,0.5,0.0,2.0,0
"Fall, Moustapha",C,ASV,FRA,218,29,31,42%,22.0,8.8,3.3,4.7,70%,0.0,0.0,-,3.3,4.7,70%,2.1,3.5,62%,2.3,3.2,5.5,1.8,2.4,3.6,0.4,1.6,0.9,14.1,0
"Noua, Amine",C,ASV,FRA,202,24,28,39%,15.5,5.0,1.1,2.4,48%,0.7,2.3,32%,1.9,4.6,40%,0.6,0.8,76%,0.3,2.2,2.5,0.8,1.3,0.9,0.4,0.5,0.4,5.1,0
"Hayes, Kevarrius",C,ASV,USA,206,24,20,40%,10.8,3.0,1.0,2.1,46%,0.0,0.1,0%,1.0,2.1,45%,1.1,1.7,64%,1.1,1.6,2.6,0.5,1.9,1.6,0.4,0.7,0.9,4.4,0
"Bako, Ismael",C,ASV,FRA,208,26,27,41%,14.4,5.6,2.0,3.3,60%,0.0,0.0,-,2.0,3.3,60%,1.6,1.8,88%,1.3,2.2,3.6,0.4,2.1,1.3,0.5,0.8,0.8,7.4,0
"Lighty, David",F,ASV,USA,195,33,33,39%,25.3,11.3,3.5,6.6,53%,0.8,2.2,35%,4.3,8.8,49%,1.9,2.2,86%,0.7,2.2,2.8,1.9,2.2,2.6,1.0,1.8,0.0,10.7,0
"Howard, William",PF,ASV,FRA,203,28,22,36%,17.9,8.5,1.3,2.2,58%,1.5,3.0,52%,2.8,5.2,54%,1.3,1.4,94%,0.7,2.3,3.0,1.2,1.5,1.5,1.1,1.1,0.1,10.3,0
"Yabusele, Guerschon",PF,ASV,FRA,202,26,30,37%,25.1,11.0,2.5,4.7,53%,1.4,3.7,38%,3.9,8.5,46%,1.7,2.3,71%,1.0,3.2,4.2,1.2,2.2,2.5,0.8,1.6,0.6,11.0,0
"Cole, Norris",SG,ASV,USA,188,33,30,43%,26.3,13.7,3.6,7.7,47%,1.4,4.1,35%,5.0,11.8,43%,2.2,2.5,88%,0.2,1.7,1.9,3.6,2.8,2.8,0.8,2.4,0.1,10.3,0
"Strazel, Matthew",SG,ASV,FRA,182,19,20,40%,13.1,3.6,0.6,1.4,39%,0.6,1.7,32%,1.1,3.1,35%,0.9,1.0,85%,0.3,0.8,1.1,1.4,2.0,1.6,0.2,1.1,0.0,2.6,0
"Ndjock, Elwin",F,ASV,FRA,193,20,2,0%,4.0,0.5,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.5,1.0,50%,0.0,0.5,0.5,0.0,2.5,0.5,0.0,0.5,0.0,-2.0,0
"Walton Jr, Derrick",SG,ASV,USA,185,26,8,38%,19.6,6.1,0.9,3.0,29%,0.8,2.1,35%,1.6,5.1,32%,2.1,2.8,77%,0.0,1.0,1.0,2.3,1.6,3.3,0.6,2.1,0.0,5.1,0
"Bryant, Elijah",SG,MTA,USA,196,26,34,41%,23.3,9.8,2.5,5.1,48%,1.1,3.0,37%,3.6,8.1,44%,1.5,1.7,85%,0.4,2.6,3.0,2.0,2.3,2.2,0.9,1.6,0.1,8.8,0
"Wilbekin, Scottie",PG,MTA,USA,188,28,34,41%,27.1,13.8,2.1,4.1,50%,2.4,7.2,33%,4.4,11.3,39%,2.6,3.0,89%,0.3,2.2,2.5,3.9,1.4,3.7,1.1,2.4,0.0,13.6,0
"Jones, Chris",PG/SG,MTA,USA,188,28,34,41%,17.5,7.0,2.1,3.9,54%,0.7,2.0,36%,2.8,5.9,48%,0.6,0.8,75%,0.3,1.5,1.8,2.8,1.6,1.4,0.9,1.4,0.1,7.5,0
"Caloiaro, Angelo",PF,MTA,USA,203,32,33,42%,25.6,5.9,1.4,2.4,58%,0.6,1.8,32%,2.0,4.2,46%,1.4,1.7,82%,0.9,2.5,3.4,1.7,2.2,1.8,0.8,0.8,0.1,7.8,0
"Hunter, Othello",C,MTA,USA,203,35,27,33%,20.9,8.0,3.1,6.1,52%,0.0,0.1,0%,3.1,6.2,51%,1.7,2.3,71%,2.4,2.9,5.3,1.0,1.9,2.0,0.8,1.1,0.6,10.7,0
"Cohen, Sandy",SG,MTA,USA,198,26,18,33%,8.0,1.3,0.3,0.8,33%,0.2,0.6,40%,0.5,1.4,36%,0.1,0.2,33%,0.1,0.9,0.9,0.2,1.2,0.2,0.4,0.3,0.1,0.4,0
"Dorsey, Tyler",SG,MTA,USA,196,25,34,41%,21.9,11.2,1.7,3.6,48%,1.9,4.9,39%,3.6,8.5,43%,2.0,2.5,79%,0.6,2.1,2.7,1.6,1.9,3.4,0.6,1.9,0.1,9.7,0
"Blayzer, Oz",F,MTA,ISR,200,29,33,42%,10.5,2.5,0.6,1.1,54%,0.3,1.1,29%,0.9,2.1,41%,0.5,0.7,68%,0.3,0.9,1.3,0.4,1.6,0.8,0.5,0.5,0.2,2.0,0
"Bender, Dragan",PF/C,MTA,CRO,211,24,34,41%,19.1,6.6,1.5,2.5,60%,0.9,2.5,35%,2.4,5.0,48%,1.0,1.3,76%,0.8,3.0,3.8,0.7,2.4,1.2,0.4,1.1,0.5,6.7,0
"Sahar, Dori",F,MTA,ISR,195,20,4,50%,4.8,1.3,0.3,0.8,33%,0.3,0.8,33%,0.5,1.5,33%,0.0,0.0,-,0.5,0.5,1.0,0.3,0.8,0.0,0.0,0.3,0.3,0.5,0
"Zizic, Ante",C,MTA,CRO,210,24,34,41%,19.9,9.1,4.0,6.8,59%,0.0,0.0,-,4.0,6.8,59%,1.1,1.4,77%,2.1,3.2,5.4,0.7,1.6,1.7,0.4,1.4,0.8,11.4,0
"Alber, Eidan",SG,MTA,ISR,194,21,1,100%,0.5,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Atias, Yonatan",C,MTA,ISR,205,20,2,100%,2.6,0.0,0.0,1.0,0%,0.0,0.0,-,0.0,1.0,0%,0.0,0.0,-,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0
"Zoosman, Yovel",F,MTA,ISR,200,23,11,55%,13.6,2.6,0.3,1.1,25%,0.6,1.6,39%,0.9,2.7,33%,0.2,0.2,100%,0.3,1.3,1.5,0.6,2.0,0.6,0.5,0.5,0.0,1.6,0
"Dibartolomeo, John",SG,MTA,ISR,183,30,23,43%,10.4,3.8,0.4,0.7,53%,0.8,2.1,38%,1.2,2.8,42%,0.7,0.7,94%,0.3,0.7,1.0,1.0,1.3,1.3,0.6,0.4,0.1,4.3,0
"Casspi, Omri",F/PF,MTA,ISR,205,33,16,56%,11.3,4.1,1.4,3.1,47%,0.2,0.6,33%,1.6,3.6,45%,0.7,1.2,58%,0.4,2.0,2.4,0.8,1.0,1.3,0.3,1.1,0.3,4.5,0
"Cline, TJ",PF/C,MTA,ISR,206,27,3,33%,8.2,2.7,0.7,1.3,50%,0.3,0.7,50%,1.0,2.0,50%,0.3,0.7,50%,0.7,0.3,1.0,0.3,1.3,0.3,0.0,0.7,0.0,0.7,0
"Nikolaidis, Alexandros",SG,OLY,GRE,190,19,1,0%,2.2,0.0,0.0,1.0,0%,0.0,1.0,0%,0.0,2.0,0%,0.0,0.0,-,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0
"Harrison, Aaron",PG/SG,OLY,USA,198,27,27,48%,17.5,6.5,1.0,2.4,42%,0.9,3.5,27%,1.9,5.9,33%,1.7,2.1,81%,0.2,1.6,1.8,1.1,1.6,2.3,0.5,0.7,0.1,5.4,0
"Charalampopoulos, Vasilis",PF,OLY,GRE,202,24,11,36%,7.5,2.5,0.8,1.1,75%,0.3,1.7,16%,1.1,2.8,39%,0.1,0.3,33%,0.1,0.5,0.6,0.5,1.2,0.5,0.1,0.5,0.0,0.5,0
"Larentzakis, Giannoulis",SG,OLY,GRE,196,28,21,52%,12.4,4.5,0.4,1.0,43%,0.9,2.8,33%,1.3,3.8,35%,0.9,1.2,76%,0.2,1.4,1.6,1.4,2.2,1.2,0.8,1.0,0.0,3.5,0
"Koniaris, Antonios",SG,OLY,GRE,196,24,1,0%,5.1,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,0
"Spanoulis, Vassilis",PG,OLY,GRE,193,39,34,47%,17.3,6.4,1.1,2.4,46%,1.0,3.5,28%,2.1,6.0,35%,1.1,1.7,64%,0.2,1.3,1.5,2.7,1.5,2.0,0.6,2.0,0.0,4.7,0
"Sloukas, Kostas",PG,OLY,GRE,190,31,34,47%,27.7,11.0,1.8,4.3,41%,1.7,4.1,40%,3.4,8.4,41%,2.4,2.6,92%,0.3,2.2,2.4,6.0,1.6,3.3,0.8,3.0,0.0,13.4,0
"Martin, Hassan",PF/C,OLY,USA,201,26,24,46%,22.9,9.0,4.0,5.5,72%,0.0,0.0,-,4.0,5.5,72%,1.0,1.5,71%,2.0,2.6,4.6,0.4,2.9,1.9,0.8,1.0,0.5,10.9,0
